ticker,yearReport,lengthReport,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,data_source,period_type
BID,2017,2,-36055000000.0,6937365000000.0,13682327000000.0,-200000000.0,-229677000000.0,38805000000.0,772410000000.0,223907000000.0,212460000000.0,14666997000000.0,53503217000000.0,1540994000000.0,69711208000000.0,13682127000000.0,232000000.0,0.0,963530000000.0,-11447000000.0,VCI,quarterly
BID,2017,1,-43559000000.0,4879470000000.0,-11617314000000.0,0.0,-421554000000.0,115000000.0,-401258000000.0,0.0,0.0,-12018572000000.0,65521789000000.0,0.0,53503217000000.0,-11617314000000.0,679000000.0,0.0,22768000000.0,0.0,VCI,quarterly
BID,2016,4,-691466000000.0,6295628000000.0,12884343000000.0,-150000000.0,-731842000000.0,7680000000.0,-638736000000.0,0.0,-2930522000000.0,9314935000000.0,53260701000000.0,0.0,62575636000000.0,12884193000000.0,4013000000.0,60800000000.0,23679000000.0,-2930522000000.0,VCI,quarterly
BID,2016,3,-129721000000.0,4743773000000.0,-4185939000000.0,-167000000.0,-460718000000.0,187498000000.0,-1150300000000.0,0.0,-16000000.0,-5336422000000.0,58597123000000.0,0.0,53260701000000.0,-4186106000000.0,2885000000.0,-60800000000.0,-818872000000.0,-16000000.0,VCI,quarterly
BID,2016,2,-77111000000.0,4241679000000.0,22384343000000.0,0.0,-506236000000.0,140587000000.0,-1133817000000.0,0.0,-9845000000.0,21240681000000.0,38160607000000.0,0.0,59401288000000.0,22384343000000.0,1946000000.0,0.0,-769964000000.0,-9845000000.0,VCI,quarterly
BID,2016,1,-23287000000.0,3466538000000.0,-18992278000000.0,-83000000.0,-502813000000.0,2980000000.0,1184114000000.0,0.0,0.0,-17808247000000.0,55968854000000.0,0.0,38160607000000.0,-18992361000000.0,1348000000.0,0.0,1683071000000.0,0.0,VCI,quarterly
BID,2015,4,-136836000000.0,4101250000000.0,-11644776000000.0,-161000000.0,-269708000000.0,9190000000.0,-197243000000.0,0.0,-59375000000.0,-11901555000000.0,67840943000000.0,0.0,55939388000000.0,-11644937000000.0,8062000000.0,1000000.0,52937000000.0,-59375000000.0,VCI,quarterly
BID,2015,3,-113645000000.0,3503966000000.0,9803358000000.0,-193000000.0,-296397000000.0,99650000000.0,-169374000000.0,127741000000.0,-2634476000000.0,6999315000000.0,60841628000000.0,0.0,67840943000000.0,9803165000000.0,10175000000.0,0.0,17100000000.0,-2762217000000.0,VCI,quarterly
BID,2015,2,44844000000.0,4026840000000.0,28596436000000.0,-160000000.0,-189345000000.0,172411000000.0,-390302000000.0,0.0,-121562000000.0,28084412000000.0,31279876000000.0,1477340000000.0,60841628000000.0,28596276000000.0,4056000000.0,-393721000000.0,16320000000.0,-121562000000.0,VCI,quarterly
BID,2015,1,-111591000000.0,1737104000000.0,-18727518000000.0,0.0,-424367000000.0,29002000000.0,-195314000000.0,0.0,0.0,-18922832000000.0,50202708000000.0,0.0,31279876000000.0,-18727518000000.0,94000000.0,0.0,199964000000.0,0.0,VCI,quarterly
BID,2014,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,quarterly
BID,2014,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,quarterly
BID,2014,2,380065419588.0,2232687262511.0,-2967247215151.0,-201000000.0,-450291327103.0,125124538800.0,-317234162666.0,0.0,0.0,-3284682377817.0,45209664789749.0,0.0,41924982411932.0,-2967448215151.0,2119319273.0,0.0,6969800000.0,0.0,VCI,quarterly
BID,2014,1,165077580412.0,2360359737489.0,3915875215151.0,0.0,-370327672897.0,3493461200.0,-338951837334.0,0.0,0.0,3576923377817.0,41632741411932.0,0.0,45209664789749.0,3915875215151.0,15680727.0,0.0,27883200000.0,0.0,VCI,quarterly
BID,2013,4,471951626057.0,3251621840572.0,3587517660176.0,-241170691.0,-468131774553.0,33423682526.0,-356663907603.0,0.0,0.0,3230612581882.0,38540394685444.0,0.0,41771007267326.0,3587276489485.0,1336814512.0,402783705.0,76952617432.0,0.0,VCI,quarterly
BID,2013,3,332901787328.0,893181429095.0,-4574710446533.0,-290265341.0,-786312454522.0,33072170544.0,-752336865108.0,3668320697798.0,3135883259432.0,-2191454317550.0,40731849000000.0,0.0,38540394682450.0,-4575000711874.0,1467343066.0,-88278514142.0,87826230438.0,-532437438366.0,VCI,quarterly
BID,2013,2,225703459183.0,2415541329627.0,1588275143034.0,0.0,69797119577.0,82805419074.0,152601257241.0,0.0,0.0,1740876400275.0,38990972602719.0,0.0,40731849002994.0,1588275143034.0,65401318.0,-500000.0,0.0,0.0,VCI,quarterly
BID,2013,1,68423540817.0,2403074670373.0,1816931856966.0,0.0,-282555119577.0,3228580926.0,-713134257241.0,0.0,0.0,1103797599725.0,37887175002994.0,0.0,38990972602719.0,1816931856966.0,1201598682.0,-439991500000.0,5000000000.0,0.0,VCI,quarterly
